text,booster_count
"Get your hat, Senator. We've got a lot to do between now and tomorrow--",0
"*Who*! Miss--! Is that--? Why didn't you--? Holy smoke;  H-hello... Yes, Miss Paine... How-- how are you, Miss Paine...? What?... Escort *you* Gee--I mean--*sure*-- *yes*! I'd be--. Reception for a *princess*! Gosh!... Thanks, Miss Paine. Yes. I--I'll be there! Goodbye, Miss Paine.  Did you hear that?--Escort Susan Paine--reception for a princess! Imagine her calling me--asking *me*-- !",1
Yes--right here. Just a second--  Miss Paine.,0
"I mean it. I--without you, I could't've--",0
Don't mention it--,0
I--I--gee whiz--I didn't thank you!,0
Oh--*Saunders*!,0
Thanks a lot.,0
The letters? Gosh--no. I couldn't talk letters. I've gotta scratch 'em out. And say--I'm going to tell Ma all about you. If I tell it right-- the first thing you know you're going to get the best jar of preserves you ever tasted.,0
Do you want to dictate them?,0
"No! Letters. I've got to write to the Rangers and Ma--and--I'm bustin' with news! Why, I've introduced a bill! Me--Jeff Smith. I got up and talked in the Senate!",0
Not another bill?,0
Good! I'm going to be pretty busy tonight--,0
Second drawer.,0
"Do you mean all--look--look we'd better open them up--see what they say here--look at the money--what does it say--""Dear Senator Smith, I would like to come to your boy's camp and I shine shoes at the station and here's nine cents."" Oh, isn't that wonderful. Look and he signs it. ""Yours truly, Stinky Moore."" Isn't that marvelous?  Say--have I got some paper here?",1
"Oh, those are only local. Wait'll they start pouring in from all over the country.",1
Already? All these letters?,0
Contributions from boys who read about your camp.,0
Gee--I hope so. What's all this?,0
Must have been tickled pink.,1
I--I don't know how I got it out. My heart was right up here all the time--  I wonder what Senator Paine thought of it?,0
Great.,0
"No--not today! Boy, I feel like a house afire! Saunders--how did I do?",0
"One of the plagues on members of Congress--office-seekers, cranks, people with pet bills. Get my son into West Point--or *outta* West Point. I've got a scheme to put people to work. How do I get rid of cockroaches? Some woman's composed a hymn to replace the Star Spangled Banner. Want to hear it?",0
What do they--? Who are all those--?,0
Yeah. This land to be bought by contributions from the boys. You have that. Money to be--,0
"Nothing. I just wondered. No *reason* to take it up with him.  ""--about a quarter of a mile on either side of Willet Creek--""",0
Well--no. I didn't. Why?,0
"No, I haven't. I guess I thought the name was familiar.  By the way, you discussed with Senator Paine where the camp was to be situated and everything?",0
"You couldn't. You've never been out there, you said.",1
No--,0
"You--don't know it, do you?",0
In Terry Canyon?,0
Uh--Willet Creek. It's just a little stream--,0
"Yes. The most beautiful I think I ever--gee--  Say--we're *never* going to finish this thing! Now, here we go, Saunders. I'm going to talk faster'n you can write--",1
"And a beautiful woman, too--don't you think?",0
Susan! Susan Paine--that's beautiful--,0
"Now, *Susan*--that's really a *pretty* name--",0
"Clarissa. Oh. Uh-huh.  Well, Saunders--let's go--",0
You win. It's--Clarissa.,0
I've got more. You better tell me.,0
No! Stop it!,0
Lena.,0
No!,0
Letitia.,0
No!,0
Abigail.,0
It *is* not!,1
I know. It's--Violet.,0
"Well, if it's all the same to you--",0
All right. Sure. Just curious. The picture popped into my mind all of a sudden of a pump without a handle-- or something--,0
Look--I think we ought to skip it.,0
"You--you've *got* a first name, haven't you?",0
I also answer to whistles.,0
Well--nobody calls you anything but Saunders.,0
Why?,0
"Yeah. Yeah. Well, anyway, we've got ""Saunders"" settled. Maybe that was my trouble all along.  YEs, *sir*. I'm all ready to go now--  What's your *first* name?",0
"Terrible, thank you.",0
"Saunders. That's better.  Good morning, Saunders. Hello, Saunders. How's the bill coming, Saunders--?",0
Go right ahead.,0
"No! Gosh! I better get moving here, Miss Saunders--  Everybody else calls you just plain ""Saunders."" Why can't I?",0
I don't see where we are *with* it.,0
I never met anyone more--more intelligent--or capable. I--I don't know where I'd be on this bill of mine without your help--,1
Have I?,0
But--I mean--for a woman--And--you've done awfully well--,0
No complaints.,0
"It hasn't been easy, has it?",0
"No, they couldn't. Father was a doctor. The kind who placed ethics above collections. That speaks well for Father but it always left us kind of--  Could we get on with this, Senator?",1
I take it your--your parents couldn't-- uh--,0
Since sixteen or so.,0
Have you always had to--work?,1
City-dwellers never do that--for fear of what might drop *in* 'em.,1
But you've had beautiful country all around you. You've just had to life up your eyes!,0
Baltimore. Pure city-dweller.,0
You mean--here?,0
I've been over every foot of it. You couldn't have any idea. You'd have to see for yourself--  --the prairies--the wind leaning on the tall grass--,0
No.,0
"About two hundred of the most beautiful acres that ever were! Mountains, prairie land, trees, streams! A paradise for boys who live in stuffy cities--  You don't know that country out there, do you, Miss Saunders?",0
"Now, this camp is going to be out in your state, of course--",1
"Yes, yes--",0
"Uh--getting back to this, Senator--",0
We need a lot like him--his kind of character--ideals.,0
He did?,0
"Well, anyway, it's *something* like that--  And it *is* important. That--that Steering Committee has *got* to see it that way. And I'm sure Senator Paine will do all he can--  He's a fine man, Miss Saunders, isn't he? He knew my father, you know.",2
But you've just taken care of the spirit all right.,0
"Well--gosh--that--that isn't ""particulars,"" is it?",1
"I want to make that come to life-- yes, and lighted up like that, too-- for every boy in the land. Boys forget what their country means--just reading ""land of the free"" in history books. And they get to be men--and forget even more. Liberty is too precious to get buried in books, Miss Saunders. Men ought to hold it up in front of them--every day of their lives and say: ""I am free--to think--to speak. My ancestors couldn't. I can. My children will.""",1
On paper?,0
"And something else, too, Miss Saunders-- the spirit of it--the idea--the--",0
"Now, let's get down to particulars. How big is this thing? Where is it to be? How many boys will it take care of? If they're going to buy it-- how do they make their contributions? Your Bill has to have all that in it--",2
I did--and--and I got right up.,0
Try sitting down.,0
Uh--have you?  Did you ever have so much to say about something--you couldn't say it?,0
"Yes, Senator--*twice*.",0
"--that's the main idea, Miss Saunders. The United States Government isn't going to buy or build this camp-- just lend us the money. You've made a note of that, huh?",0
And a *lot* of paper!,0
Thanks very much.,1
"No! Go right ahead, Miss Saunders.",0
Yes--sure. Why not?  You don't mind if I take the time to get a pencil?,0
I said--shall we get started *now* or--,0
Pardon?,0
Yes. Shall we start on it right now-- or order dinner first?,0
"Yes. House. More amendments--more changes--and the Bill goes back to the Senate--and *waits its turn on the calendar again*. The Senate doesn't like what the house did to the Bill. They make more changes. The House doesn't like *those* changes. Stymie. So they appoint men from each house to go into a huddle called a conference and battle it out. Besides that, all the lobbyists interested give cocktail parties for and against--government departments get in their two cents' worth--cabinet members--budget bureaus--embassies. Finally, if the Bill is alive after all this vivisection, it comes to a vote. Yes, sir--the big day finally arrives. And--nine times out of ten, they vote it down.  Are you catching on, Senator?",1
We're over in the House.,0
Pardon me--*this* is. Where are we now?,1
*This* is.,1
A committee of the majority party leaders. They decide when a Bill is important enough to be moved up toward the head of the list--,2
Yes. Sure. What's a Steering Committee?,0
Do you really think we're getting anywhere.,0
The Steering Committee.,0
What?,0
What's that?,0
That's the order of business. Your Bill has to stand *way* back there in line unless the Steering Committee decides it is important enough to be--,2
Calendar?,0
"Yes. They give it to a *sub*- committee, where they really give it a going over--hold hearings--call in people and ask questions--then report back to the bigger committee--where it's considered some more, changed, amended, or whatever. Days are going by, Senator. Days--weeks. Finally, they think it's quite a Bill. It goes over to the House of Representatives for debate and a vote. *But* it's got to wait its turn on the calendar--",0
Some committee's got it.,0
Good. Where are we?,0
"Yes, I see that.",0
Look--committees--small groups of Senators--have to sift a Bill down-- look into it--study it--and report to the whole Senate. You can't take a Bill no one knows anything about and discuss it among ninety-six men. Where would you get?,0
Why?,0
That's how Congress--or any large body--is run. All work has to be done by committee.,1
Why?,0
Committee.,0
"Committee, huh?",0
You get to your feet in the Senate and present it. Then you take the Bill and put it in a little box-- like a letter box--on the side of the rostrum. Just hold it between thumb and forefinger and drop it in. Clerks read it and refer it to the right committee--,0
How?,0
"Uh-huh. Well, dinner comes in on trays. We're executives. And we light into this. It is dawn. Your Bill is ready. You go over there and introduce it--",2
"Oh--dinner. Yes. Well, I'm hungry, too. I thought--maybe--we could have something brought in--you know, like big executives who eat off trays. You see, we've got to light into this and get it going--",0
"Tonight.  Look--uh--I don't want to seem to be complaining, Senator--but in all civilized countries, there's an institution called *dinner*--!",0
